ID	Price	Diện tích (m2)	Latitude	Longitude	Cơ sở - tiện tích	Số phòng
283	2.8622008809294686	3.6375861597263857	10.7881912	106.6279234	1	6.0
582	0.8415671856782185	4.174387269895637	11.2352145	106.57308485	1	4.0
2354	2.772588722239781	3.784189633918261	10.9054777	106.67915615000001	3	8.0
2022	1.308332819650179	3.8066624897703196	21.00111685	105.7644597	2	8.0
409	1.7047480922384253	5.5053315359323625	15.8815649	108.3285932	1	4.0
1329	2.4765384001174837	3.5553480614894135	10.84678785	106.65178625	1	4.0
1583	1.2809338454620642	4.1588830833596715	10.8797416	106.7310013	1	5.0
1076	1.7047480922384253	2.8903717578961645	10.73579565	106.6135672	2	5.0
858	1.599387576580599	3.5553480614894135	20.97922705	105.77524349999999	1	8.0
2266	2.0794415416798357	2.995732273553991	10.8371828	106.6494378	3	4.0
1341	1.5260563034950492	3.8066624897703196	21.049354450000003	105.8138976	2	8.0
1119	0.6931471805599453	5.43372200355424	10.8455819	106.6570168	1	10.0
2275	2.0135687975291283	3.6888794541139363	10.77684385	106.6342324	2	6.0
1402	1.8082887711792655	4.007333185232471	10.7945549	106.6632715	1	8.0
790	0.9122827104766164	3.8066624897703196	21.016651799999998	105.82799184999999	2	8.0
642	1.6094379124341003	5.857933154483459	10.8308291	106.7242088	3	8.0
1714	0.26236426446749106	3.713572066704308	21.0438621	105.7376845	3	16.0
1204	1.7047480922384253	3.6888794541139363	10.8714859	106.5782961	1	4.0
678	1.308332819650179	3.4657359027997265	10.845425550000002	106.65702675	1	4.0
1217	1.7578579175523736	3.9889840465642745	10.75691355	106.67074149999999	2	4.0
612	1.4929040961781488	4.605170185988092	16.0181546	108.228931	2	8.0
1824	0.5538851132264376	3.367295829986474	21.0457791	105.8115146	1	7.0
1560	2.0794415416798357	5.929589143389895	10.7540092	106.5827321	2	8.0
662	1.840549633397487	4.0943445622221	10.7808805	106.6500274	1	8.0
1110	2.772588722239781	4.02535169073515	10.8432076	106.65204969999999	1	4.0
260	2.4849066497880004	4.77912349311153	21.0248712	105.8328825	1	8.0
1128	1.5040773967762742	4.382026634673881	10.7824702	106.6918109	1	8.0
1830	1.5040773967762742	5.187385805840755	10.793940450000001	106.7095381	2	20.0
1274	2.174751721484161	3.4965075614664802	21.0432416	105.8112323	1	7.0
774	2.186051276738094	4.605170185988092	10.69603485	106.72216885	2	6.0
2256	2.5160822672564502	4.454347296253507	10.809988050000001	106.63650255	1	8.0
1071	3.2188758248682006	5.075173815233827	10.2431122	105.63173585	2	6.0
1775	1.5789787049493917	4.02535169073515	21.0315613	105.7336501	2	9.0
225	1.8718021769015913	3.828641396489095	10.7855959	106.63245	1	7.0
1059	1.62924053973028	3.6888794541139363	10.807793199999999	106.70317045	2	8.0
1233	2.3513752571634776	4.23410650459726	10.9444518	106.8222625	1	8.0
1821	1.7227665977411035	4.8283137373023015	16.0393506	108.2103739	2	13.0
692	2.1972245773362196	4.787491742782046	10.8194362	106.6347737	1	6.0
641	1.3862943611198906	4.48863636973214	11.35137975	107.915333	1	8.0
2027	2.6026896854443837	3.6888794541139363	20.9493584	105.8444419	1	8.0
229	2.631888840136646	3.6888794541139363	10.7450756	106.675835	2	8.0
590	1.7227665977411035	3.8501476017100584	10.5729531	106.97624015	2	8.0
575	1.5686159179138452	4.174387269895637	21.011642	105.9041266	1	8.0
1342	1.6486586255873816	3.6888794541139363	21.05098555	105.8125871	1	12.0
2138	1.7047480922384253	5.3471075307174685	21.0530282	105.8365792	1	5.0
32	2.2925347571405443	4.04305126783455	10.8189771	106.6347193	1	5.0
2109	1.7047480922384253	4.0943445622221	21.1045405	105.9213051	1	8.0
786	2.4849066497880004	3.8501476017100584	10.7676443	106.65011015	1	8.0
886	0.5877866649021191	3.6109179126442243	20.95999055	105.78458775	2	7.0
1374	1.0986122886681098	4.04305126783455	10.59438995	106.9284735	2	8.0
1751	1.6034198401085373	5.19295685089021	10.8007025	106.60757795	2	48.0
1895	1.1939224684724346	3.8066624897703196	10.776383	106.6637619	1	9.0
2008	2.066862759472976	4.290459441148391	10.8158639	106.77455585	1	10.0
1644	0.7419373447293773	3.8066624897703196	10.7763605	106.6055175	1	9.0
1297	1.5686159179138452	4.330733340286331	10.8420297	106.6571573	1	6.0
542	1.423108334242607	3.58351893845611	20.999085	105.86103785	1	7.0
950	1.410986973710262	3.5553480614894135	20.95432115	105.77068399999999	1	8.0
1967	2.0149030205422647	5.41610040220442	10.8497543	106.7479112	2	8.0
1892	1.33500106673234	3.6888794541139363	10.80930435	106.6952718	1	8.0
213	2.028148247292285	4.3694478524670215	20.9678798	105.7718705	2	36.0
1858	1.2947271675944	3.871201010907891	20.9833012	105.7824732	1	9.0
1940	1.8484548129046001	3.8066624897703196	21.0085871	105.8341166	3	9.0
1505	1.667706820558076	3.4965075614664802	10.9562652	106.8224965	2	4.0
844	1.6486586255873816	3.258096538021482	21.0036899	105.8165503	1	10.0
59	1.6094379124341003	4.919980925828125	10.8960346	106.5828258	1	3.0
1045	1.4586150226995167	4.795790545596741	10.8664342	106.7386725	1	8.0
832	1.33500106673234	3.8066624897703196	21.0419387	105.8500051	3	8.0
826	2.6390573296152584	3.970291913552122	21.02777115	105.89840515	1	8.0
2135	2.970414465569701	4.007333185232471	10.8283282	106.7774739	1	3.0
437	2.066862759472976	3.6888794541139363	10.838649700000001	106.6695612	2	5.0
546	2.995732273553991	3.912023005428146	10.7697718	106.6445408	1	7.0
433	0.8329091229351039	3.912023005428146	16.0678331	108.21886365	1	8.0
4	2.624668592163159	4.007333185232471	16.0600839	108.1972892	1	10.0
253	1.7047480922384253	3.6375861597263857	21.0516835	105.8112908	1	7.0
1164	1.3862943611198906	3.7612001156935624	20.993927	105.8314531	2	9.0
1396	1.9878743481543455	4.143134726391533	10.9757673	106.8862096	2	8.0
822	1.9459101490553132	3.713572066704308	21.021472699999997	105.83399445	2	8.0
363	2.0794415416798357	4.248495242049359	21.0156937	105.8122689	2	8.0
211	1.9095425048844386	4.454347296253507	21.0289216	105.88013495	2	6.0
1416	1.0818051703517284	3.6635616461296463	21.0017375	105.8078058	1	8.0
751	1.7749523509116738	4.382026634673881	10.7266014	106.6202294	2	8.0
2268	1.308332819650179	4.330733340286331	10.79540725	106.6121232	1	6.0
2413	2.917770732084279	4.812184355372417	10.93162225	106.7866623	1	5.0
197	0.9555114450274363	2.8903717578961645	20.9998093	105.845367	1	3.0
45	0.6931471805599453	3.8918202981106265	10.79728585	106.67859200000001	2	11.0
1464	1.2237754316221157	3.8066624897703196	20.9826822	105.8209967	1	8.0
317	0.8754687373538999	4.564348191467836	21.0178126	105.83092819999999	2	8.0
129	1.8562979903656263	3.258096538021482	10.7441825	106.6839545	3	8.0
1306	1.1151415906193203	4.0943445622221	10.787701349999999	106.6456794	2	4.0
1055	2.8903717578961645	5.950642552587727	10.7673378	106.6230141	2	8.0
2095	1.1631508098056809	4.74493212836325	10.8403244	106.7160982	1	8.0
1936	1.5789787049493917	4.382026634673881	9.995556050000001	105.7593967	1	4.0
988	2.302585092994046	3.7376696182833684	10.8464349	106.6569665	1	4.0
1216	1.3217558399823195	5.19295685089021	10.765092	106.6876664	1	8.0
256	1.589235205116581	3.4011973816621555	21.04693425	105.882065	2	10.0
30	1.9740810260220096	4.060443010546419	10.7595799	106.5990101	1	8.0
2375	1.0784095813505903	4.248495242049359	10.792114999999999	106.67119790000001	1	8.0
120	1.7227665977411035	3.5263605246161616	21.0133627	105.8331388	1	9.0
1268	1.7047480922384253	4.709530201312334	10.837968799999999	106.64241430000001	1	7.0
873	1.5789787049493917	3.7376696182833684	21.0092384	105.82491015	2	9.0
577	1.1939224684724346	4.02535169073515	10.7959565	106.6409346	1	8.0
2081	1.1600209167967532	4.276666119016055	10.7559775	106.7059985	2	6.0
1508	1.62924053973028	4.605170185988092	21.04522685	105.87496395	2	13.0
2200	1.4469189829363254	2.9444389791664403	10.7938055	106.67493005	1	2.0
2082	1.2237754316221157	3.6375861597263857	21.4212624	106.16506165	1	8.0
1111	1.547562508716013	5.123963979403259	10.801893	106.7895566	2	9.0
945	2.028148247292285	3.7376696182833684	21.0139948	105.83255255	2	8.0
555	1.749199854809259	4.204692619390966	10.822503000000001	106.77704705	1	9.0
200	1.599387576580599	3.4011973816621555	21.0055975	105.8300806	3	4.0
1002	1.3812818192963463	4.499809670330265	16.04983525	108.18510900000001	1	5.0
184	2.0412203288596382	3.8066624897703196	10.84348345	106.66642385	1	4.0
2270	2.533696813957432	4.663439094112067	11.0100055	106.8304565	1	9.0
2130	1.423108334242607	3.6888794541139363	20.9883006	105.7384108	1	7.0
913	2.9444389791664403	4.31748811353631	10.830277800000001	106.64333605	1	2.0
147	2.8903717578961645	3.6888794541139363	10.76314665	106.6536788	1	8.0
506	2.0149030205422647	4.007333185232471	20.940291799999997	105.85084005	2	8.0
580	2.6741486494265287	3.8066624897703196	10.769996599999999	106.6326668	2	4.0
544	1.308332819650179	3.713572066704308	21.01969005	105.80705705	2	6.0
1019	1.589235205116581	4.248495242049359	11.141888	106.6777721	1	8.0
1040	2.0149030205422647	3.7376696182833684	21.01428935	105.8429706	1	7.0
1007	2.468099531471619	3.912023005428146	16.594756750000002	107.47703949999999	1	8.0
2127	2.4595888418037104	4.0943445622221	10.8099089	106.7126015	2	7.0
753	1.589235205116581	3.970291913552122	10.62176955	106.65445155	1	7.0
616	1.8325814637483102	3.2188758248682006	21.0234445	105.83509685	2	8.0
718	1.5686159179138452	3.5263605246161616	20.990585199999998	105.86877659999999	2	8.0
562	2.631888840136646	3.912023005428146	16.4655056	107.6048627	2	6.0
457	2.066862759472976	3.6888794541139363	10.7383744	106.6586009	3	8.0
23	0.8329091229351039	3.8066624897703196	10.773593349999999	106.62914485	2	8.0
151	1.3217558399823195	4.02535169073515	10.8375481	106.6363499	1	7.0
357	1.7578579175523736	5.703782474656201	10.7318899	106.7315565	2	9.0
1113	2.4159137783010487	4.1588830833596715	12.2299512	109.1609652	1	3.0
744	1.0647107369924282	3.5553480614894135	10.816700950000001	106.7044529	1	5.0
1169	1.1631508098056809	5.442417710521793	13.562622	107.8728992	2	3.0
1843	1.667706820558076	4.219507705176107	16.4613182	107.5971459	1	5.0
324	1.5040773967762742	3.7612001156935624	20.9884233	105.79309035	3	20.0
1959	2.9444389791664403	4.912654885736052	10.7394133	106.6275584	2	18.0
6	1.9878743481543455	4.143134726391533	10.9012444	106.8526661	2	8.0
2397	1.8718021769015913	3.8918202981106265	10.822426700000001	106.637513	1	4.0
415	1.8718021769015913	3.7612001156935624	10.80004965	106.6033453	2	8.0
1157	0.7654678421395714	2.3978952727983707	20.98205925	105.7811765	2	8.0
949	2.0149030205422647	4.02535169073515	10.7995423	106.6066564	1	8.0
1241	0.6931471805599453	4.2626798770413155	10.7403794	106.7360927	1	7.0
1226	1.4816045409242156	3.4965075614664802	20.97297275	105.75622375	2	8.0
1772	1.8562979903656263	4.382026634673881	10.841032	106.62055330000001	1	4.0
1814	1.589235205116581	3.6888794541139363	20.9716028	105.76393125	1	7.0
2228	0.47000362924573563	4.709530201312334	16.0779964	108.2168608	1	4.0
523	1.6956156086751528	4.465908118654584	10.854857299999999	106.76792165	2	5.0
96	2.0794415416798357	3.871201010907891	10.7740738	106.6203041	2	8.0
2324	1.7227665977411035	3.9889840465642745	10.7958791	106.6638652	1	12.0
280	0.7884573603642703	3.6375861597263857	10.7794704	106.678543	1	8.0
1412	2.5649493574615367	3.871201010907891	20.98150915	105.7811751	1	8.0
574	1.9947003132247452	3.6888794541139363	21.009539750000002	105.8398909	0	8.0
1631	1.1631508098056809	4.007333185232471	11.17108135	106.75767855000001	2	7.0
758	1.667706820558076	3.4339872044851463	10.7598569	106.7006138	2	14.0
946	1.410986973710262	4.174387269895637	20.9843309	105.778672	1	8.0
1423	2.272125885509337	3.6888794541139363	21.0168879	105.8152669	1	9.0
2150	1.791759469228055	4.248495242049359	16.0520706	108.22453345	2	14.0
1533	3.1986731175506815	3.8501476017100584	10.798142649999999	106.6957266	1	9.0
1917	3.044522437723423	3.091042453358316	21.0005603	105.8029176	1	6.0
2005	2.0794415416798357	4.653960350157523	20.8508856	106.6540156	1	2.0
1467	2.3978952727983707	4.867534450455582	21.0277644	105.8341598	3	8.0
1554	0.47000362924573563	4.700480365792417	10.8782787	106.63445505	1	8.0
914	2.4849066497880004	4.04305126783455	11.9305781	108.4349272	1	11.0
1480	1.5260563034950492	3.6888794541139363	20.9708916	105.7643286	1	7.0
298	3.258096538021482	3.7612001156935624	20.9622571	105.7923394	1	8.0
1619	1.7047480922384253	4.605170185988092	16.0539111	108.2354662	2	5.0
1706	3.295836866004329	4.718498871295094	16.0544068	108.2021667	1	8.0
674	1.3737155789130306	4.5217885770490405	10.8452737	106.79079924999999	1	5.0
274	1.410986973710262	5.707110264748875	20.85001085	106.6832587	1	4.0
1020	1.7404661748405046	3.8918202981106265	10.771344150000001	106.64650850000001	3	6.0
2123	1.7209792871670078	4.04305126783455	10.7504031	106.6695963	1	8.0
1067	1.7404661748405046	3.784189633918261	10.8077661	106.7028933	1	5.0
520	2.501435951739211	3.6635616461296463	21.02319495	105.7947085	3	13.0
462	1.252762968495368	5.840641657373398	10.7357794	106.6213831	1	8.0
198	0.5187937934151675	4.007333185232471	10.7988174	106.6509106	2	8.0
394	1.0647107369924282	3.1780538303479458	10.7824072	106.6367589	1	4.0
595	1.3862943611198906	4.430816798843313	10.7568115	106.58816884999999	2	8.0
165	1.5260563034950492	4.499809670330265	10.80991035	106.68729305	1	10.0
2089	2.5257286443082556	4.605170185988092	10.9583033	106.80527595000001	2	8.0
2402	1.4350845252893227	4.248495242049359	10.7904803	106.6512426	1	10.0
987	1.4701758451005926	3.6375861597263857	10.825512199999999	106.70930999999999	1	6.0
2358	2.6390573296152584	5.0106352940962555	10.7635976	106.6895263	2	8.0
563	1.410986973710262	4.007333185232471	10.7843279	106.6509334	2	6.0
915	2.388762789235098	3.332204510175204	10.7554189	106.673576	1	6.0
2386	1.0296194171811581	2.4849066497880004	10.83065755	106.65271885	1	4.0
2345	2.772588722239781	4.007333185232471	10.8721907	106.73016899999999	1	7.0
1284	1.7749523509116738	4.204692619390966	10.8165627	106.68955389999999	2	8.0
1765	0.6151856390902335	4.276666119016055	10.8321422	106.61665585	3	8.0
1701	2.3513752571634776	3.912023005428146	11.9476731	108.4638986	1	9.0
1294	1.7047480922384253	3.4965075614664802	21.02868035	105.76754565	1	9.0
1174	0.6418538861723947	3.912023005428146	10.864108900000002	106.76437295	2	8.0
1989	0.8285518175661483	5.298317366548036	10.9195379	106.8831366	1	7.0
1952	2.163323025660538	4.499809670330265	21.0134684	105.9492764	1	8.0
2311	1.5040773967762742	4.219507705176107	21.0526345	105.8996408	1	6.0
806	1.667706820558076	3.7376696182833684	10.8234812	106.6890354	1	6.0
2173	2.5257286443082556	3.4011973816621555	20.9758759	105.8155935	1	9.0
816	3.2188758248682006	4.007333185232471	20.9513198	105.8511038	1	8.0
706	0.9162907318741551	4.007333185232471	21.0371784	105.8730678	1	8.0
341	2.5572273113676265	4.605170185988092	10.9593939	106.81773955	1	8.0
625	1.589235205116581	4.700480365792417	10.7821653	106.6501308	2	8.0
35	0.9745596399981308	2.995732273553991	10.7978161	106.7049832	1	8.0
2133	2.772588722239781	4.605170185988092	10.95718705	106.8516717	1	4.0
722	1.7047480922384253	4.0943445622221	21.004127150000002	105.86233175	3	11.0
2236	1.6956156086751528	3.5553480614894135	20.9836913	105.8218269	1	10.0
1899	2.0794415416798357	3.1780538303479458	10.8883455	106.6528728	1	5.0
94	1.3609765531356006	3.6109179126442243	10.823847950000001	106.62879205	1	4.0
1556	1.0986122886681098	4.31748811353631	10.814569899999999	106.77502665	1	5.0
855	0.9932517730102834	3.6375861597263857	10.7817241	106.6359669	1	6.0
2428	0.7884573603642703	5.1647859739235145	14.0132792	107.9917682	1	5.0
485	1.308332819650179	4.74493212836325	20.977862	105.7465724	2	9.0
1129	1.4701758451005926	4.787491742782046	10.3621445	106.60420335	2	8.0
1299	1.9878743481543455	4.174387269895637	10.8482039	106.76458745	1	9.0
413	2.1162555148025524	3.784189633918261	10.80164525	106.6468813	1	9.0
955	1.8082887711792655	3.4657359027997265	10.7981387	106.6990578	1	4.0
2309	1.6094379124341003	5.3471075307174685	20.9820951	105.7895069	2	8.0
149	1.1939224684724346	6.068425588244111	10.8840258	106.5870738	1	32.0
1016	1.7227665977411035	4.5217885770490405	10.8065041	106.6866516	2	16.0
559	2.3978952727983707	3.9318256327243257	21.0003386	105.8557453	1	9.0
92	2.772588722239781	3.912023005428146	21.014938	105.8154333	3	8.0
1862	3.2771447329921766	3.7376696182833684	10.8374106	106.6806374	1	4.0
2088	2.4423470353692043	3.784189633918261	10.783859	106.65004479999999	1	7.0
1036	0.6151856390902335	4.787491742782046	10.4805527	106.6784156	1	5.0
495	2.0149030205422647	3.6375861597263857	10.7540279	106.6633746	3	7.0
1267	0.9932517730102834	4.700480365792417	10.8269082	106.707528	1	8.0
1390	1.884034745337226	4.605170185988092	21.023900949999998	105.80319560000001	2	8.0
963	2.5257286443082556	4.499809670330265	10.8254172	106.6402523	3	8.0
133	1.599387576580599	4.127134385045092	10.838523	106.6368009	1	6.0
1053	1.6193882432872684	3.8066624897703196	21.01521155	105.84796159999999	2	11.0
793	0.3920420877760237	4.382026634673881	20.83637645	106.68145955	1	2.0
1710	1.6094379124341003	5.41610040220442	10.7640782	106.6938507	1	8.0
898	0.6931471805599453	3.7376696182833684	10.794161899999999	106.62479825	1	5.0
1763	1.9315214116032138	4.290459441148391	10.7850966	106.6069312	1	6.0
976	1.252762968495368	4.867534450455582	10.85751265	106.65464765	1	13.0
837	1.916922612182061	3.332204510175204	10.7793222	106.6527803	1	7.0
1690	2.1400661634962708	4.174387269895637	10.8465185	106.7652458	1	5.0
1005	1.667706820558076	3.6888794541139363	20.960470450000003	105.7630229	1	8.0
851	1.8718021769015913	3.4011973816621555	20.9746947	105.84865655	2	9.0
1678	1.33500106673234	3.5553480614894135	10.8027437	106.6383335	1	7.0
775	1.5040773967762742	3.367295829986474	21.0175555	105.8294451	1	6.0
614	0.6418538861723947	4.0943445622221	10.768655899999999	106.68367900000001	2	10.0
