ID	Cluster	Log price (1 billion VND)	Log area (square meters)	Log usable area (square meters)	Rooms	Bedrooms	WC	Number of floors	Parking	For rent	Facade	Infrastructure	Features	Latitude	Longitude	Distance to center	Log usable area cat
1041	1	1.308332819650179	4.418840607796598	5.111987788356544	5.0	3.0	2.0	2.0	1	0	0	0	1	10.9240197	106.8665367	23.951568973505612	3
1042	1	1.840549633397487	5.313205979041787	5.313205979041787	6.0	3.0	3.0	1.0	0	1	1	1	3	10.8742041	106.9076716	25.762126994178445	3
1043	1	1.3217558399823195	3.4657359027997265	4.1588830833596715	4.0	2.0	2.0	2.0	1	0	0	0	1	10.8001976	106.6212797	6.640322850182017	2
1044	1	1.2237754316221157	4.31748811353631	4.499809670330265	4.0	2.0	2.0	1.0	0	0	0	1	1	10.9467204	106.8587246	24.722493945975117	2
1045	1	1.3217558399823195	4.2626798770413155	4.2626798770413155	4.0	3.0	1.0	1.0	0	0	0	1	1	10.7144749	106.5996464	13.745605083880413	2
1046	3	1.4469189829363254	3.4339872044851463	5.043425116919247	7.0	3.0	4.0	5.0	1	0	0	1	2	21.053682	105.7878577	4.531211796599631	3
1047	1	1.3862943611198906	3.9889840465642745	4.68213122712422	4.0	2.0	2.0	2.0	0	0	0	1	1	10.7580332	106.6721922	5.687539799041852	2
1048	3	3.086486636822455	4.605170185988092	6.396929655216146	8.0	4.0	4.0	6.0	1	0	1	0	2	21.0416286	105.8161372	2.4049256175218	4
1049	2	2.060513531794317	4.499809670330265	5.598421958998375	8.0	4.0	4.0	3.0	1	0	0	1	2	16.1069981	108.2521815	17.6732277576335	3
1050	3	1.7227665977411035	4.31748811353631	5.703782474656201	8.0	4.0	4.0	4.0	0	0	0	0	0	21.0908068	105.9803797	19.080003898743676	3
1051	0	1.4586150226995167	3.6888794541139363	5.075173815233827	7.0	4.0	3.0	4.0	0	0	0	1	1	20.8721568	106.6588172	2.9387236081463497	3
1052	3	2.4765384001174837	4.605170185988092	6.214608098422191	11.0	5.0	6.0	5.0	1	0	0	1	2	21.0604615	105.9170597	11.709866880812678	3
1053	1	2.9338568698359038	5.1647859739235145	6.551080335043404	8.0	4.0	4.0	4.0	1	0	0	1	2	10.8545614	106.7338897	7.6893969451344555	4
1054	1	1.4350845252893227	3.912023005428146	4.605170185988092	4.0	2.0	2.0	2.0	1	0	0	0	1	10.8271084	106.6861979	2.1470699194256606	2
1055	3	1.8164520818184267	3.871201010907891	5.480638923341991	8.0	4.0	4.0	5.0	1	0	0	0	1	21.0218044	105.790872	2.281420270444622	3
1056	0	2.9496883350525844	4.189654742026425	4.882801922586371	4.0	2.0	2.0	2.0	0	0	0	1	1	20.8513652	106.6818278	1.6599886161203645	2
1057	1	2.1972245773362196	4.0943445622221	5.480638923341991	14.0	7.0	7.0	4.0	0	0	1	1	2	10.7959019	106.671056	1.7946585109470246	3
1058	3	1.4586150226995167	3.5553480614894135	5.3471075307174685	7.0	3.0	4.0	6.0	0	0	0	0	0	21.0363074	105.8075408	1.8690417874718903	3
1059	3	1.0986122886681098	4.31748811353631	5.703782474656201	8.0	4.0	4.0	4.0	0	0	0	0	0	21.0889917	105.9809882	19.055796338263786	3
1060	1	0.9282193027394288	4.110873864173311	4.804021044733257	5.0	2.0	3.0	2.0	0	0	0	1	1	11.0336796	106.7619736	26.550433468277937	2
1061	1	1.1786549963416462	3.4011973816621555	4.0943445622221	8.0	4.0	4.0	2.0	0	0	0	1	1	10.8197755	106.7784151	10.660438093173077	2
1062	3	1.5260563034950492	3.58351893845611	5.19295685089021	6.0	3.0	3.0	5.0	0	0	0	0	0	21.0643708	105.8255726	5.084660839449074	3
1063	3	1.6486586255873816	3.8066624897703196	5.19295685089021	8.0	4.0	4.0	4.0	0	0	0	0	0	21.0507151	105.8133047	3.3904574562070393	3
1064	3	1.840549633397487	3.6888794541139363	5.480638923341991	11.0	5.0	6.0	6.0	1	0	0	0	1	21.0479938	105.8144905	3.092494115535561	3
1065	1	2.186051276738094	4.442651256490317	5.541263545158426	6.0	3.0	3.0	3.0	0	0	0	0	0	10.814795	106.6895497	1.1333204159289365	3
1066	3	1.4701758451005926	3.4657359027997265	3.4657359027997265	7.0	3.0	4.0	1.0	0	0	0	1	1	21.03086	105.7841966	3.194292083021261	1
1067	3	1.6956156086751528	3.4011973816621555	4.787491742782046	6.0	3.0	3.0	4.0	1	0	0	1	2	21.0896813	105.8017232	7.807756747930672	2
1068	1	2.134166441369082	4.700480365792417	5.799092654460526	8.0	4.0	4.0	3.0	0	0	1	1	2	10.8509595	106.7952085	13.29095598762079	3
1069	3	1.7227665977411035	4.174387269895637	5.783825182329737	8.0	4.0	4.0	5.0	0	0	1	1	2	20.9830784	105.8123511	4.131084372232041	3
1070	3	1.6863989535702288	4.127134385045092	5.736572297479192	8.0	4.0	4.0	5.0	0	0	0	1	1	20.9826822	105.8209967	4.26098751142633	3
1071	0	1.5040773967762742	4.605170185988092	5.703782474656201	6.0	3.0	3.0	3.0	1	0	0	0	1	20.8325118	106.6971722	3.547000927806183	3
1072	3	1.7047480922384253	4.007333185232471	5.393627546352362	8.0	4.0	4.0	4.0	1	0	0	1	2	21.0435239	105.9068002	10.095371487191112	3
1073	1	1.7749523509116738	4.143134726391533	5.241747015059643	9.0	4.0	5.0	3.0	1	0	0	1	2	10.7759066	106.6411731	5.69455050662631	3
1074	3	2.288486168614544	4.442651256490317	5.777652323222656	7.0	4.0	3.0	3.0	0	0	1	1	2	20.963534	105.762445	8.188731853122926	3
1075	1	1.599387576580599	3.970291913552122	4.663439094112067	4.0	2.0	2.0	2.0	1	0	1	1	3	10.822335	106.7611367	8.835152040732003	2
1076	1	2.2512917986064953	4.0943445622221	5.703782474656201	14.0	8.0	6.0	5.0	0	0	0	0	0	10.7406442	106.7151214	8.377118329627592	3
1077	1	2.0014800002101243	3.4965075614664802	5.10594547390058	8.0	4.0	4.0	5.0	0	0	1	0	1	10.7925422	106.676382	1.845473949007471	3
1078	1	2.1400661634962708	4.672828834461906	5.771441123130016	8.0	4.0	4.0	3.0	0	0	1	1	2	10.8500585	106.7876308	12.483642386419382	3
1079	3	1.8718021769015913	4.0943445622221	4.787491742782046	8.0	4.0	4.0	2.0	0	0	0	1	1	20.9626196	105.8385586	6.942038247263821	2
1080	3	2.0347056478384444	4.174387269895637	5.560681631015528	8.0	4.0	4.0	4.0	1	1	0	1	3	21.0074001	105.8499148	4.109350314429987	3
1081	3	2.0149030205422647	4.0943445622221	5.480638923341991	8.0	4.0	4.0	4.0	0	0	0	1	1	20.9824402	105.7879358	4.930556528079791	3
1082	3	1.6094379124341003	4.653960350157523	5.3471075307174685	8.0	4.0	4.0	2.0	0	0	0	0	0	21.0056824	105.9677845	16.169905936470965	3
1083	1	1.7047480922384253	4.204692619390966	4.204692619390966	6.0	3.0	3.0	1.0	0	0	0	1	1	10.786625	106.8009574	13.269269306745501	2
1084	1	1.547562508716013	3.9889840465642745	5.087596335232384	10.0	5.0	5.0	3.0	0	1	1	1	3	10.7228245	106.6606769	9.77922006881337	3
1085	3	1.3609765531356006	3.4965075614664802	5.10594547390058	7.0	3.0	4.0	5.0	1	0	1	1	3	21.0227743	105.7720989	4.232695474277628	3
1086	3	3.250374491927572	4.553876891600541	6.633318433280377	7.0	4.0	3.0	8.0	0	1	1	1	3	20.998442	105.8131298	2.4227408965225146	4
1087	3	1.7578579175523736	4.060443010546419	5.66988092298052	7.0	4.0	3.0	5.0	1	0	1	1	3	20.9442303	105.8444976	9.069219497109172	3
1088	3	1.7749523509116738	4.060443010546419	5.44673737166631	7.0	4.0	3.0	4.0	1	0	0	1	2	20.9639387	105.8184402	6.286530804220015	3
1089	1	0.4382549309311553	4.8283137373023015	4.8283137373023015	8.0	4.0	4.0	1.0	1	0	0	1	2	11.074436	106.4759262	37.13610665567463	2
1090	1	2.3978952727983707	4.499809670330265	5.19295685089021	6.0	3.0	3.0	2.0	0	0	1	1	2	10.7424625	106.7158748	8.233067827389796	3
1091	0	1.536867219599265	3.912023005428146	5.298317366548036	7.0	4.0	3.0	4.0	1	0	0	0	1	20.8320066	106.6906356	2.985324666594054	3
1092	3	1.8718021769015913	4.174387269895637	5.783825182329737	7.0	4.0	3.0	5.0	0	0	1	1	2	20.9538486	105.8373999	7.810840686423856	3
1093	3	2.6390573296152584	4.31748811353631	6.263398262591624	11.0	4.0	7.0	7.0	1	1	1	1	4	21.0047754	105.7284031	8.926068307633084	4
1094	3	1.62924053973028	3.9318256327243257	5.318119993844216	6.0	3.0	3.0	4.0	0	0	1	1	2	21.0150148	105.8316139	2.0383327407618625	3
1095	1	1.536867219599265	4.382026634673881	5.075173815233827	8.0	4.0	4.0	2.0	1	0	0	1	2	10.783504	106.6036111	8.945693083889788	3
1096	3	1.5040773967762742	3.5553480614894135	5.3471075307174685	11.0	5.0	6.0	6.0	0	0	0	0	0	21.0348708	105.8103439	1.6478515715197988	3
1097	1	2.2407096892759584	4.605170185988092	5.703782474656201	8.0	4.0	4.0	3.0	0	0	0	1	1	10.8081217	106.6747995	0.7328545044641784	3
1098	1	1.5871923034867805	4.787491742782046	5.480638923341991	5.0	3.0	2.0	2.0	0	0	1	1	2	11.3254024	106.477017	61.67163615366686	3
1099	1	1.7749523509116738	3.4657359027997265	5.075173815233827	7.0	3.0	4.0	5.0	1	0	0	1	2	10.7844632	106.6515691	4.2131843134058515	3
1100	4	2.740840023925201	5.10594547390058	5.10594547390058	8.0	4.0	4.0	1.0	0	0	0	0	0	12.2390018	109.1917211	30.178644812025656	3
1101	3	1.7404661748405046	4.605170185988092	4.605170185988092	8.0	4.0	4.0	1.0	0	0	0	1	1	21.0774929	105.9711961	17.629129334888866	2
1102	3	1.3480731482996928	3.6888794541139363	5.075173815233827	8.0	4.0	4.0	4.0	1	0	0	1	2	21.0113798	105.8375657	2.7537396320246375	3
1103	3	1.6094379124341003	4.2626798770413155	5.648974238161206	7.0	4.0	3.0	4.0	0	0	1	1	2	21.0001242	105.8620425	5.580161247409812	3
1104	3	1.791759469228055	3.6375861597263857	5.247024072160486	9.0	5.0	4.0	5.0	1	0	0	1	2	20.9800713	105.8035393	4.567244888878308	3
1105	1	1.0986122886681098	3.1780538303479458	3.871201010907891	8.0	4.0	4.0	2.0	0	1	0	1	2	10.766902	106.6738513	4.684859365985309	2
1106	1	0.11332868530700327	4.997212273764115	5.69035945432406	6.0	4.0	2.0	2.0	0	0	0	0	0	11.0129389	106.8514512	29.356442034866713	3
1107	1	1.682688374173693	3.912023005428146	5.0106352940962555	7.0	4.0	3.0	3.0	1	0	0	1	2	10.8268096	106.8170879	14.949716510622126	2
1108	3	1.7047480922384253	3.912023005428146	5.521460917862246	7.0	4.0	3.0	5.0	1	0	0	1	2	20.9551938	105.8363687	7.6346436452733775	3
1109	0	2.468099531471619	4.927253685157205	5.62040086571715	5.0	3.0	2.0	2.0	0	1	1	1	3	20.8377764	106.6845496	2.1127776219514973	3
1110	1	0.8960880245566357	5.598421958998375	5.598421958998375	6.0	5.0	1.0	1.0	0	0	0	0	0	10.9863241	106.891565	30.293307370134364	3
1111	1	1.9878743481543455	4.060443010546419	4.7535901911063645	8.0	4.0	4.0	2.0	0	0	0	0	0	10.758419	106.6439023	6.906933881315069	2
1112	3	1.4816045409242156	3.7376696182833684	5.817111159963204	7.0	4.0	3.0	8.0	1	0	0	1	2	21.048956	105.8862812	8.269520764119529	3
1113	3	2.5257286443082556	3.828641396489095	5.7745515455444085	8.0	4.0	4.0	7.0	1	0	0	1	2	20.9811714	105.7682423	6.343771969147786	3
1114	2	1.6094379124341003	4.553876891600541	5.247024072160486	5.0	2.0	3.0	2.0	0	0	0	0	0	16.0732782	108.2468342	17.896307505672596	3
1115	2	1.1786549963416462	4.499809670330265	5.723585101952381	6.0	4.0	2.0	3.0	1	0	0	1	2	16.030744	108.1890067	14.94200793634993	3
1116	1	1.667706820558076	4.499809670330265	5.662960480135946	11.0	7.0	4.0	3.0	0	0	0	1	1	10.7670021	106.6230954	7.864593879729537	3
1117	1	1.4469189829363254	4.0943445622221	4.564348191467836	4.0	2.0	2.0	1.0	1	0	0	1	2	10.8308291	106.7242088	5.291210472185573	2
1118	3	1.589235205116581	3.7376696182833684	5.3471075307174685	7.0	3.0	4.0	5.0	0	0	0	1	1	21.0235928	105.8053684	0.8561116307862141	3
1119	3	2.5649493574615367	4.0943445622221	5.2574953720277815	8.0	4.0	4.0	3.0	0	0	1	0	1	21.0195075	105.8057691	0.7328280147433084	3
1120	1	1.5260563034950492	4.382026634673881	5.075173815233827	6.0	3.0	3.0	2.0	0	0	0	1	1	10.8339953	106.7264125	5.673013834572655	3
1121	1	2.272125885509337	4.867534450455582	5.966146739123692	7.0	4.0	3.0	3.0	0	0	1	0	1	10.8666906	106.6157193	9.679391760826416	3
1122	1	1.5686159179138452	4.248495242049359	4.941642422609304	14.0	7.0	7.0	2.0	1	0	0	0	1	10.8180045	106.6954544	1.8633074758743442	2
1123	1	1.8870696490323797	4.553876891600541	5.652489180268651	8.0	4.0	4.0	3.0	1	0	0	1	2	10.8031733	106.6308522	5.562417554450315	3
1124	2	3.4657359027997265	4.605170185988092	7.783224016336037	48.0	24.0	24.0	24.0	1	1	0	0	2	16.0710285	108.2430526	17.593875237983635	5
1125	1	1.410986973710262	3.871201010907891	4.564348191467836	4.0	2.0	2.0	2.0	0	0	0	0	0	10.7936918	106.6960203	2.2744313194397194	2
1126	1	0.9282193027394288	3.6888794541139363	4.382026634673881	4.0	2.0	2.0	2.0	0	0	0	1	1	10.8471822	106.5910254	10.78362179393105	2
1127	1	1.8702625307159986	3.9512437185814275	4.539030383483547	8.0	4.0	4.0	1.0	1	0	0	1	2	10.8141242	106.689718	1.10265068055423	2
1128	3	2.066862759472976	4.219507705176107	5.605802066295998	11.0	5.0	6.0	4.0	1	1	0	1	3	21.2815969	105.7249738	30.45628534117599	3
1129	1	1.4469189829363254	3.295836866004329	4.251348311031766	5.0	2.0	3.0	2.0	0	0	0	0	0	10.8169494	106.6840985	0.9964723143683383	2
1130	3	1.172482137234565	3.6375861597263857	4.736198448394496	7.0	3.0	4.0	3.0	0	0	0	1	1	20.9937815	105.8466875	4.585984300286565	2
1131	1	1.4586150226995167	4.430816798843313	5.018603463745433	8.0	4.0	4.0	1.0	0	0	0	1	1	10.8032009	106.6099011	7.841807303891441	2
1132	1	2.1162555148025524	4.553876891600541	5.247024072160486	11.0	5.0	6.0	2.0	0	0	1	1	2	10.7981379	106.710916	3.407478262012624	3
1133	1	2.4849066497880004	4.174387269895637	5.560681631015528	8.0	4.0	4.0	4.0	1	0	1	1	3	10.7581088	106.6757495	5.622681177216382	3
1134	1	1.6863989535702288	3.8066624897703196	4.499809670330265	8.0	4.0	4.0	2.0	0	0	0	0	0	10.8193004	106.6901891	1.5427848472658565	2
1135	1	2.4849066497880004	5.075173815233827	6.173786103901937	8.0	4.0	4.0	3.0	1	0	0	1	2	10.7755629	106.6152904	8.09981460755491	3
1136	1	1.7404661748405046	3.58351893845611	4.969813299576001	8.0	4.0	4.0	4.0	0	0	0	1	1	10.8236821	106.6877362	1.834888033159097	2
1137	1	1.9459101490553132	4.605170185988092	4.787491742782046	10.0	6.0	4.0	1.0	1	1	0	1	3	10.7414271	106.7264125	8.913589472291243	2
1138	1	1.3987168811184478	3.6888794541139363	4.382026634673881	4.0	2.0	2.0	2.0	0	0	0	0	0	10.8240275	106.6837183	1.7591006012335635	2
1139	3	2.012232791986386	4.1588830833596715	5.439816928821736	7.0	4.0	3.0	3.0	0	0	0	1	1	20.9967281	105.8252771	2.9170192726511055	3
1140	3	1.5686159179138452	3.6888794541139363	4.787491742782046	10.0	5.0	5.0	3.0	0	0	0	0	0	21.050757	105.8401592	4.426525623888724	2
1141	1	2.8791984572980396	3.6888794541139363	4.382026634673881	8.0	4.0	4.0	2.0	1	0	0	1	2	10.844302	106.795133	13.03773871757751	2
1142	3	2.8791984572980396	4.31748811353631	5.926926025970411	10.0	4.0	6.0	5.0	1	0	0	1	2	21.0364104	105.8809986	7.304760238645499	3
1143	3	2.3513752571634776	4.127134385045092	5.5134287461649825	10.0	6.0	4.0	4.0	0	0	0	1	1	21.0226244	105.8096806	0.41830542560550055	3
1144	2	1.9878743481543455	4.499809670330265	5.598421958998375	6.0	3.0	3.0	3.0	0	0	0	1	1	16.0190196	108.2561569	21.418372087531345	3
1145	1	1.791759469228055	4.0943445622221	5.480638923341991	6.0	3.0	3.0	4.0	1	0	0	1	2	10.7545101	106.6740811	6.0422457891144505	3
1146	3	1.547562508716013	3.4011973816621555	5.0106352940962555	8.0	4.0	4.0	5.0	1	0	1	1	3	20.9779267	105.7755105	6.090903532404238	2
1147	3	2.747270914255491	4.51085950651685	5.8971538676367405	8.0	4.0	4.0	4.0	1	0	0	1	2	20.9586775	105.7688614	8.224192055584508	3
1148	3	0.26236426446749106	3.295836866004329	3.9889840465642745	5.0	3.0	2.0	2.0	1	0	0	0	1	20.9832625	105.8737977	7.550310160283365	2
1149	3	0.5007752879124892	4.382026634673881	5.768320995793772	12.0	5.0	7.0	4.0	1	0	0	1	2	20.983687	105.848156	5.47629547505475	3
1150	3	0.9745596399981308	4.499809670330265	7.001245622069476	7.0	4.0	3.0	12.0	1	0	1	0	2	20.9831469	105.8096249	4.1362658817997815	4
1151	3	1.5040773967762742	3.58351893845611	3.58351893845611	9.0	4.0	5.0	1.0	0	1	0	1	2	21.0643658	105.8281529	5.1604903992768	1
1152	0	2.9231615807191558	4.6913478822291435	5.279134547131263	10.0	5.0	5.0	1.0	0	0	0	1	1	20.853099	106.6711332	0.8461054059641956	3
1153	3	1.33500106673234	3.5553480614894135	4.941642422609304	6.0	3.0	3.0	4.0	1	0	0	0	1	21.0404267	105.7587176	6.044562614254045	2
1154	1	0.9360933591703348	4.584967478670572	5.054971107916307	4.0	2.0	2.0	1.0	1	0	0	1	2	10.9308798	106.8201106	20.364197229904295	3
1155	1	1.1631508098056809	3.1780538303479458	4.564348191467836	5.0	2.0	3.0	4.0	1	0	0	0	1	10.8544972	106.6445685	6.526478750881266	2
1156	1	2.9444389791664403	4.897839799950911	5.996452088619021	7.0	3.0	4.0	3.0	0	0	1	0	1	10.8081052	106.7936359	12.247257840749342	3
1157	3	2.2278615467981093	3.7376696182833684	5.529429087511423	9.0	4.0	5.0	6.0	0	0	1	1	2	20.9963153	105.8304975	3.232615422237916	3
1158	1	2.0014800002101243	4.6443908991413725	5.979391965873713	8.0	4.0	4.0	3.0	1	0	0	1	2	10.7763483	106.6023594	9.348974668730628	3
1159	1	3.4657359027997265	5.575949103146316	5.575949103146316	5.0	3.0	2.0	1.0	0	0	1	1	2	10.9940796	106.6539996	20.86860308769482	3
1160	1	1.3862943611198906	4.553876891600541	4.553876891600541	8.0	4.0	4.0	1.0	1	0	1	1	3	10.8313742	106.7756928	10.600625923534043	2
1161	1	1.6094379124341003	4.343805421853684	5.730099782973574	9.0	5.0	4.0	4.0	1	0	0	0	1	10.7890603	106.8001396	13.134449185675694	3
1162	1	1.0986122886681098	4.0943445622221	4.787491742782046	8.0	4.0	4.0	2.0	1	0	0	0	1	10.8492385	106.8142752	15.196333168924738	2
1163	1	1.791759469228055	4.700480365792417	6.0867747269123065	8.0	4.0	4.0	4.0	1	0	1	1	3	10.8450899	106.7874125	12.266744606213466	3
1164	1	1.840549633397487	5.313205979041787	5.313205979041787	8.0	4.0	4.0	1.0	0	0	1	1	2	10.8843841	106.8581003	21.057199799052363	3
1165	3	1.7749523509116738	4.02535169073515	5.634789603169249	8.0	4.0	4.0	5.0	1	0	0	1	2	21.0276752	105.8941427	8.484642021979678	3
1166	3	2.2617630984737906	3.6888794541139363	5.298317366548036	8.0	4.0	4.0	5.0	1	0	0	1	2	21.0203433	105.8122241	0.05982915213787939	3
1167	3	2.1972245773362196	4.499809670330265	4.499809670330265	8.0	4.0	4.0	1.0	1	0	1	0	2	21.0875306	105.7965703	7.67061016835528	2
1168	1	1.33500106673234	3.6888794541139363	4.564348191467836	4.0	2.0	2.0	2.0	0	0	0	0	0	10.785546	106.6336256	5.812382524631631	2
1169	1	2.028148247292285	4.1588830833596715	5.768320995793772	8.0	4.0	4.0	5.0	1	0	0	1	2	10.745111	106.6891867	7.082598042027269	3
1170	3	1.0116009116784799	3.4965075614664802	4.882801922586371	8.0	4.0	4.0	4.0	1	0	0	1	2	20.9580042	105.7331355	10.782008025452983	2
1171	1	1.0647107369924282	3.258096538021482	3.9512437185814275	4.0	2.0	2.0	2.0	0	0	0	1	1	10.7846823	106.6270122	6.508269821950153	2
1172	0	2.3513752571634776	4.382026634673881	4.382026634673881	2.0	1.0	1.0	1.0	0	0	1	0	1	20.8457976	106.675753	0.9536928937711814	2
1173	2	1.8562979903656263	4.442651256490317	4.442651256490317	8.0	4.0	4.0	1.0	0	0	1	1	2	16.0602404	108.2430235	18.023245105132666	2
1174	3	2.1400661634962708	3.871201010907891	5.817111159963204	8.0	4.0	4.0	7.0	1	1	0	1	3	21.0367702	105.8011445	2.2008358825163206	3
1175	3	2.388762789235098	3.912023005428146	5.298317366548036	8.0	4.0	4.0	4.0	1	1	1	1	4	21.014672	105.8234662	1.2689952541945317	3
1176	1	2.3513752571634776	4.59511985013459	5.288267030694535	4.0	2.0	2.0	2.0	0	0	1	1	2	10.7872931	106.6473387	4.406014459433769	3
1177	0	2.6026896854443837	4.356708826689592	5.7430031878094825	8.0	4.0	4.0	4.0	1	0	0	1	2	20.8617687	106.6735953	1.8192041135040182	3
1178	3	1.2383742310432684	3.784189633918261	3.784189633918261	7.0	3.0	4.0	1.0	1	0	0	0	1	21.0432758	105.8665688	6.142090202475578	1
1179	3	2.6390573296152584	4.532599493153256	6.324358962381311	9.0	4.0	5.0	6.0	1	0	1	1	3	21.0043966	105.8611706	5.321833687157683	4
1180	1	1.4350845252893227	5.0106352940962555	5.0106352940962555	2.0	1.0	1.0	1.0	0	1	1	0	2	10.2667393	106.3590945	69.78069610351257	2
1181	0	2.6026896854443837	4.356708826689592	5.7430031878094825	8.0	4.0	4.0	4.0	1	0	1	0	2	20.8613567	106.6721396	1.7212456121780357	3
1182	3	0.6931471805599453	3.7612001156935624	3.7612001156935624	3.0	2.0	1.0	1.0	1	0	1	1	3	20.9672177	105.7758553	7.031683198272752	1
1183	1	2.379546134130174	3.6888794541139363	4.787491742782046	8.0	4.0	4.0	3.0	0	0	1	0	1	10.7373037	106.7306863	9.554344543487396	2
1184	2	0.4382549309311553	4.248495242049359	4.248495242049359	8.0	4.0	4.0	1.0	1	0	0	1	2	16.0519609	108.1698658	11.837901136334256	2
1185	3	1.80005827204275	3.8501476017100584	5.459585514144159	8.0	4.0	4.0	5.0	0	0	0	1	1	21.0046148	105.8040796	1.9572841442257114	3
1186	1	1.3217558399823195	3.6888794541139363	5.075173815233827	8.0	4.0	4.0	4.0	1	0	0	1	2	10.79849	106.7445688	6.974947858421549	3
1187	1	0.5306282510621704	4.1588830833596715	4.852030263919617	5.0	3.0	2.0	2.0	0	1	0	0	1	10.5356124	106.4396547	40.226728941837685	2
1188	1	2.3513752571634776	5.0106352940962555	6.492239835020471	8.0	4.0	4.0	4.0	0	1	1	0	2	10.8377263	106.8379799	17.398960885254045	4
1189	1	1.5686159179138452	4.1588830833596715	5.2574953720277815	7.0	4.0	3.0	3.0	1	1	0	1	3	10.8010491	106.5977577	9.183221105108506	3
1190	1	1.4350845252893227	3.4657359027997265	5.075173815233827	10.0	6.0	4.0	5.0	0	0	0	1	1	10.8007083	106.603599	8.551592615039922	3
1191	0	1.5686159179138452	4.499809670330265	6.1092475827643655	11.0	6.0	5.0	5.0	1	0	0	0	1	20.8669572	106.6513112	2.7531302969025235	3
1192	2	1.6770965609079151	5.135798437050262	5.8289456176102075	8.0	4.0	4.0	2.0	0	1	1	1	3	16.0648377	108.223085	15.865847888146485	3
1193	1	3.367295829986474	4.442651256490317	6.0112671744041615	8.0	4.0	4.0	4.0	1	0	0	0	1	10.765092	106.6876664	4.857774289721164	3
1194	1	1.1939224684724346	3.091042453358316	4.189654742026425	5.0	2.0	3.0	3.0	0	0	0	1	1	10.8102194	106.6898971	0.9396968109280261	2
1195	1	1.4350845252893227	3.5553480614894135	4.653960350157523	5.0	2.0	3.0	3.0	1	0	0	1	2	10.7996609	106.6947173	1.7371577690350477	2
1196	3	1.9740810260220096	3.784189633918261	5.170483995038151	8.0	4.0	4.0	4.0	1	0	1	1	3	20.96532	105.7695044	7.580721096038418	3
1197	1	1.5260563034950492	3.9512437185814275	4.739701078945697	6.0	3.0	3.0	2.0	0	1	0	1	2	10.7976846	106.6611986	2.5155045021579774	2
1198	0	2.2300144001592104	3.6888794541139363	5.298317366548036	7.0	4.0	3.0	5.0	0	0	1	0	1	20.8602173	106.6787443	1.9554504339023628	3
1199	0	1.0647107369924282	4.23410650459726	5.332718793265369	6.0	3.0	3.0	3.0	1	0	0	1	2	20.8736973	106.6493823	3.4909048711201898	3
1200	1	1.0818051703517284	3.044522437723423	3.7376696182833684	4.0	2.0	2.0	2.0	1	0	0	1	2	10.8078203	106.7034476	2.3973786101641172	1
1201	3	2.995732273553991	5.0106352940962555	6.620073206530356	12.0	6.0	6.0	5.0	1	0	1	0	2	21.089516	105.8022578	7.7815933342385915	4
1202	2	1.2237754316221157	4.0943445622221	5.123963979403259	3.0	2.0	1.0	2.0	0	0	0	0	0	16.0338986	108.228909	18.075278635662762	3
1203	1	1.3862943611198906	3.9512437185814275	4.6443908991413725	8.0	4.0	4.0	2.0	0	1	0	1	2	10.7595799	106.5990101	10.517442433139724	2
1204	2	1.1939224684724346	5.231108616854587	5.924255797414532	6.0	3.0	3.0	2.0	1	0	1	0	2	16.7921789	107.0745243	131.16152443005657	3
1205	2	1.0116009116784799	3.6888794541139363	4.564348191467836	5.0	2.0	3.0	2.0	0	0	0	1	1	16.4562049	107.5943262	64.36058401066356	2
1206	1	2.0794415416798357	4.382026634673881	5.662960480135946	8.0	4.0	4.0	3.0	0	0	1	0	1	10.7013303	106.7293088	12.996267222523915	3
1207	1	1.824549292051046	4.330733340286331	4.918520005188451	3.0	2.0	1.0	1.0	0	0	0	1	1	10.8587761	106.7777126	11.909270126062685	2
1208	4	2.3513752571634776	4.962844630259907	5.918356075287344	10.0	4.0	6.0	2.0	1	0	0	0	1	11.954887	108.4291013	62.63629655127227	3
1209	1	1.2383742310432684	3.784189633918261	4.477336814478207	4.0	2.0	2.0	2.0	0	0	0	1	1	10.7883389	106.6590767	3.3100278210913436	2
1210	1	1.308332819650179	3.8918202981106265	4.584967478670572	8.0	4.0	4.0	2.0	1	0	0	1	2	10.7598754	106.5951742	10.862226196107159	2
1211	3	1.766441661243765	3.6375861597263857	5.0238805208462765	8.0	4.0	4.0	4.0	1	0	1	1	3	20.8040643	105.8621755	24.5776669638495	3
1212	1	0.8241754429663494	4.07753744390572	5.176149732573829	6.0	2.0	4.0	3.0	0	0	0	1	1	10.9504535	106.8123769	21.304393743174934	3
1213	1	1.4350845252893227	3.4011973816621555	5.0106352940962555	8.0	4.0	4.0	5.0	1	1	0	1	3	10.7935032	106.682925	1.6590078214213424	2
1214	1	0.9932517730102834	3.8066624897703196	3.8066624897703196	4.0	2.0	2.0	1.0	0	0	0	1	1	10.759381	106.5955537	10.853744544144856	1
1215	1	2.6390573296152584	4.68213122712422	5.375278407684165	5.0	3.0	2.0	2.0	0	0	1	1	2	10.7559969	106.624348	8.536878368171818	3
1216	3	2.028148247292285	3.912023005428146	5.521460917862246	8.0	4.0	4.0	5.0	0	0	0	0	0	20.9790672	105.7455337	8.348044801936908	3
1217	1	2.186051276738094	4.382026634673881	5.768320995793772	8.0	4.0	4.0	4.0	0	0	1	1	2	10.7231349	106.6111242	12.202882516397816	3
