ID	Cluster	Log price (1 billion VND)	Log area (square meters)	Log usable area (square meters)	Rooms	Bedrooms	WC	Number of floors	Parking	For rent	Facade	Infrastructure	Features	Latitude	Longitude	Distance to center	Log usable area cat
382	3	2.028148247292285	4.442651256490317	6.052089168924417	11.0	6.0	5.0	5.0	1	0	0	0	1	21.0472893	105.8971974	9.262991829600393	3
383	3	1.7047480922384253	3.6635616461296463	5.272999558563747	7.0	3.0	4.0	5.0	0	0	0	1	1	21.0091397	105.8608839	5.1424106624427335	3
384	1	2.6741486494265287	4.836281906951478	5.934894195619588	8.0	4.0	4.0	3.0	0	0	0	1	1	10.7479292	106.6169023	9.744105426615354	3
385	3	1.308332819650179	3.6888794541139363	4.787491742782046	6.0	2.0	4.0	3.0	0	0	0	1	1	21.0240516	105.8343155	2.274614778488097	2
386	1	1.2237754316221157	4.174387269895637	4.867534450455582	7.0	4.0	3.0	2.0	0	0	0	1	1	10.8489499	106.6663471	4.807668924811951	2
387	1	2.803360380906535	4.382026634673881	5.545177444479562	8.0	4.0	4.0	3.0	1	0	1	0	2	10.7947515	106.7448578	7.083177407437587	3
388	3	2.3513752571634776	3.912023005428146	5.521460917862246	8.0	4.0	4.0	5.0	1	0	1	0	2	21.0250833	105.8398589	2.8612849395895457	3
389	2	1.6486586255873816	4.2626798770413155	5.3612921657094255	9.0	4.0	5.0	3.0	0	0	1	1	2	16.0728583	108.2398334	17.202156661455206	3
390	1	2.1736147116970854	4.394449154672439	5.780743515792329	10.0	5.0	5.0	4.0	0	0	0	1	1	10.837434	106.6543415	4.388010365749602	3
391	1	1.5040773967762742	3.912023005428146	4.605170185988092	4.0	2.0	2.0	2.0	0	0	0	0	0	10.766481	106.6359011	6.818814710856773	2
392	3	1.1474024528375417	3.4011973816621555	4.787491742782046	6.0	3.0	3.0	4.0	0	0	0	0	0	20.9634491	105.7577445	8.515471797373985	2
393	3	1.308332819650179	3.4657359027997265	5.075173815233827	7.0	3.0	4.0	5.0	0	0	0	1	1	21.0161916	105.8576533	4.678549583287425	3
394	3	0.9360933591703348	3.7376696182833684	3.7376696182833684	8.0	4.0	4.0	1.0	0	0	0	1	1	20.979868	105.7439194	8.440997468398042	1
395	3	1.7749523509116738	4.007333185232471	5.170483995038151	8.0	4.0	4.0	3.0	1	0	0	1	2	21.0279052	105.7263152	9.015667833861212	3
396	1	1.5040773967762742	5.480638923341991	7.090076835776092	8.0	4.0	4.0	5.0	1	0	1	1	3	11.0770888	106.6986584	29.940206437251675	4
397	3	2.6946271807700692	5.267858159063328	6.877296071497429	4.0	2.0	2.0	5.0	1	0	0	0	1	21.0248712	105.8328825	2.148735124132816	4
398	1	1.7047480922384253	4.5217885770490405	5.62040086571715	8.0	4.0	4.0	3.0	0	1	1	0	2	10.815264	106.6269655	6.006161325861333	3
399	3	2.163323025660538	5.968707559985366	7.067319848653476	8.0	4.0	4.0	3.0	1	0	0	0	1	21.018295	105.9533281	14.589198289668989	4
400	3	3.5553480614894135	4.499809670330265	4.969813299576001	8.0	4.0	4.0	1.0	0	0	1	1	2	21.0189833	105.9481833	14.054253647754663	2
401	1	2.0149030205422647	4.290459441148391	5.389071729816501	7.0	4.0	3.0	3.0	1	1	0	0	2	10.8131643	106.6875503	0.8494940637735561	3
402	1	2.0541237336955462	4.276666119016055	5.662960480135946	8.0	4.0	4.0	4.0	0	0	0	0	0	10.9506661	106.8291393	22.589609026782668	3
403	1	1.6486586255873816	4.672828834461906	5.365976015021851	8.0	4.0	4.0	2.0	0	0	1	1	2	10.8637527	106.7911698	13.467893438082914	3
404	1	1.0818051703517284	4.276666119016055	4.969813299576001	5.0	3.0	2.0	2.0	1	0	1	1	3	10.852994	106.6267839	7.7686032489612264	2
405	1	1.9021075263969205	4.382026634673881	5.075173815233827	8.0	4.0	4.0	2.0	0	0	1	1	2	10.779801	106.5981604	9.641428249456727	3
406	1	1.9878743481543455	4.02535169073515	4.613138355637268	9.0	4.0	5.0	1.0	0	0	0	1	1	10.8255432	106.6844184	1.937261513868386	2
407	3	1.308332819650179	3.4011973816621555	5.0106352940962555	10.0	5.0	5.0	5.0	1	0	0	1	2	20.9963671	105.8619744	5.754037486461655	2
408	1	2.4849066497880004	4.454347296253507	5.840641657373398	11.0	5.0	6.0	4.0	0	0	1	1	2	10.8557715	106.761472	10.201477362309724	3
409	1	0.9162907318741551	2.995732273553991	3.6888794541139363	3.0	2.0	1.0	2.0	0	0	0	1	1	10.7657523	106.6471433	6.044123523745817	1
410	1	1.9740810260220096	5.420534999272286	8.406216936972775	48.0	24.0	24.0	19.0	0	1	0	1	2	10.8579948	106.7581667	10.02808582920082	5
411	3	1.9315214116032138	3.8066624897703196	5.41610040220442	8.0	4.0	4.0	5.0	1	0	0	1	2	21.0085871	105.8341166	2.564609619701365	3
412	3	2.174751721484161	3.828641396489095	5.7745515455444085	23.0	11.0	12.0	7.0	0	1	0	1	2	21.014156	105.8065054	0.9386037000188571	3
413	1	1.7047480922384253	3.828641396489095	4.927253685157205	8.0	4.0	4.0	3.0	1	0	0	0	1	10.779581	106.6471074	4.935092438032002	2
414	1	1.6486586255873816	3.828641396489095	5.214935757608986	6.0	3.0	3.0	4.0	1	0	0	0	1	10.7850864	106.6483414	4.451662197995816	3
415	1	3.4339872044851463	5.3471075307174685	6.733401891837359	32.0	28.0	4.0	4.0	0	0	1	1	2	10.8511904	106.795021	13.28100642730972	4
416	1	2.186051276738094	4.0943445622221	4.0943445622221	4.0	2.0	2.0	1.0	0	0	1	0	1	10.7977873	106.7437405	6.898508880467771	2
417	1	1.2237754316221157	5.081404364984463	6.305179796606579	7.0	3.0	4.0	3.0	1	0	0	1	2	10.9656045	106.866728	26.73548906535748	4
418	3	1.5260563034950492	3.6888794541139363	3.6888794541139363	8.0	4.0	4.0	1.0	1	0	0	1	2	20.9703917	105.7697163	7.120472641459742	1
419	3	2.4423470353692043	3.784189633918261	5.671259282950641	15.0	6.0	9.0	6.0	1	0	0	1	2	21.0304464	105.836468	2.707817939465716	3
420	3	1.5686159179138452	3.5553480614894135	4.941642422609304	9.0	4.0	5.0	4.0	0	0	0	1	1	21.008903	105.858755	4.934816837489939	2
421	1	1.8718021769015913	3.9889840465642745	5.087596335232384	7.0	3.0	4.0	3.0	1	0	0	1	2	10.8408627	106.6430643	5.539862604151996	3
422	2	2.128231705849268	4.442651256490317	5.541263545158426	8.0	4.0	4.0	3.0	0	0	0	1	1	16.0497353	108.2412084	18.33556573820662	3
423	3	2.747270914255491	3.4011973816621555	5.19295685089021	7.0	3.0	4.0	6.0	0	0	1	0	1	21.0347206	105.8271548	2.1956258853015944	3
424	2	0.688134638736401	3.8918202981106265	4.584967478670572	4.0	2.0	2.0	2.0	0	0	0	0	0	16.4559634	107.5895414	64.76369263809933	2
425	1	0.9745596399981308	4.605170185988092	5.298317366548036	8.0	4.0	4.0	2.0	1	0	0	1	2	10.9921407	106.8709404	29.076767702522787	3
426	3	1.8870696490323797	4.248495242049359	5.634789603169249	8.0	4.0	4.0	4.0	1	0	0	1	2	20.9780668	105.8360158	5.271909546527356	3
427	1	1.536867219599265	3.912023005428146	4.605170185988092	8.0	4.0	4.0	2.0	0	0	0	0	0	10.7697214	106.6356313	6.600352272827879	2
428	3	1.5040773967762742	3.6888794541139363	5.075173815233827	7.0	4.0	3.0	4.0	0	0	0	1	1	20.9707942	105.7663373	7.31211337441896	3
429	3	1.4469189829363254	3.8066624897703196	5.19295685089021	7.0	4.0	3.0	4.0	0	0	0	1	1	20.9502034	105.7910665	8.106342016562557	3
430	1	2.0149030205422647	4.204692619390966	5.303304908059076	11.0	5.0	6.0	3.0	0	0	1	1	2	10.7875324	106.622411	6.857425741819431	3
431	1	1.4350845252893227	4.0943445622221	5.480638923341991	8.0	4.0	4.0	4.0	0	0	0	1	1	10.8017218	106.6830058	0.7558637040944043	3
432	1	2.2512917986064953	3.9318256327243257	5.541263545158426	13.0	6.0	7.0	5.0	1	0	0	0	1	10.7876914	106.7298625	5.760151946144945	3
433	1	3.1354942159291497	4.605170185988092	6.086774726912307	8.0	4.0	4.0	4.0	0	0	1	1	2	10.8444043	106.7089537	5.0052778177333686	3
434	0	2.7013612129514133	4.499809670330265	4.499809670330265	6.0	3.0	3.0	1.0	0	0	1	0	1	20.8361011	106.7011455	3.7771823381551464	2
435	1	1.275362800412609	3.4657359027997265	4.1588830833596715	8.0	4.0	4.0	2.0	0	0	0	1	1	10.7478862	106.6853086	6.736951499904403	2
436	1	2.772588722239781	4.276666119016055	5.886104031450156	8.0	4.0	4.0	5.0	1	1	1	1	4	10.8060643	106.6813234	0.25577835004893595	3
437	1	2.6026896854443837	3.784189633918261	5.393627546352362	8.0	4.0	4.0	5.0	0	0	1	1	2	10.7953364	106.6900013	1.7197730274814456	3
438	0	0.6678293725756554	3.9318256327243257	5.030437921392435	5.0	3.0	2.0	3.0	0	0	0	1	1	20.8717109	106.6364987	4.183687045596822	3
439	1	1.589235205116581	3.912023005428146	4.605170185988092	4.0	2.0	2.0	2.0	1	0	0	0	1	10.815315	106.707746	2.9686546567215197	2
440	3	1.2947271675944	3.4011973816621555	5.0106352940962555	6.0	3.0	3.0	5.0	0	0	0	0	0	21.0501204	105.8046798	3.4287488746016654	2
441	3	1.9878743481543455	3.871201010907891	5.480638923341991	14.0	10.0	4.0	5.0	1	0	1	1	3	20.9833012	105.7824732	5.173230183985258	3
442	3	2.0918640616783932	3.6888794541139363	3.6888794541139363	7.0	4.0	3.0	1.0	0	0	1	1	2	20.9991878	105.9369135	13.095349191219537	1
443	3	1.547562508716013	3.6109179126442243	3.6109179126442243	6.0	4.0	2.0	1.0	0	0	1	1	2	21.0250532	105.8271745	1.5867915675142847	1
444	3	3.044522437723423	4.382026634673881	7.7142311448490855	56.0	28.0	28.0	28.0	1	1	0	1	3	21.074165	105.8239732	6.108857532715826	5
445	3	1.5151272329628591	3.8066624897703196	5.19295685089021	7.0	4.0	3.0	4.0	0	0	0	1	1	20.9755864	105.7818073	5.914671150058367	3
446	1	1.4350845252893227	3.8066624897703196	4.499809670330265	4.0	2.0	2.0	2.0	0	0	0	1	1	10.8195166	106.7026565	2.6223237121960916	2
447	1	0.7419373447293773	3.6888794541139363	3.6888794541139363	4.0	3.0	1.0	1.0	0	0	0	1	1	10.8758714	106.7475988	10.414378817513281	1
448	0	1.4469189829363254	4.007333185232471	5.260096153727839	6.0	3.0	3.0	3.0	1	0	0	1	2	20.8660716	106.65439	2.496147016202962	3
449	3	1.667706820558076	3.5263605246161616	4.912654885736052	6.0	3.0	3.0	4.0	0	0	1	1	2	21.0145368	105.8212808	1.0852285981729008	2
450	2	3.332204510175204	4.477336814478207	5.863631175598097	10.0	5.0	5.0	4.0	0	0	1	1	2	16.4607721	107.5892472	65.09570377078457	3
451	1	1.9021075263969205	4.174387269895637	5.272999558563747	7.0	3.0	4.0	3.0	0	0	1	0	1	10.9375355	106.8287555	21.56098771473487	3
452	1	2.066862759472976	4.290459441148391	4.983606621708336	7.0	4.0	3.0	2.0	0	0	1	0	1	10.7578263	106.7012968	6.020392885045062	2
453	1	1.7227665977411035	3.6888794541139363	4.477336814478207	7.0	3.0	4.0	2.0	1	0	0	1	2	10.7660492	106.642303	6.361450175630874	2
454	3	3.044522437723423	3.912023005428146	5.521460917862246	9.0	5.0	4.0	5.0	0	1	1	0	2	21.0168288	105.8112865	0.40879363857675277	3
455	3	1.091923300517313	3.091042453358316	4.477336814478207	6.0	3.0	3.0	4.0	0	0	0	1	1	21.0034012	105.8110263	1.879946905326266	2
456	0	3.2188758248682006	4.564348191467836	4.746669748261791	8.0	4.0	4.0	1.0	0	0	1	1	2	20.8605763	106.6813874	2.170616431913995	2
457	1	1.6094379124341003	3.6888794541139363	4.787491742782046	6.0	3.0	3.0	3.0	1	0	0	1	2	10.8003775	106.6654818	1.9622129738368317	2
458	1	2.2617630984737906	5.834810737062605	7.751733349244666	13.0	3.0	10.0	6.0	0	1	0	1	2	10.9621318	106.6992715	17.208632232173382	5
459	3	1.589235205116581	4.007333185232471	5.393627546352362	8.0	4.0	4.0	4.0	1	0	0	1	2	20.9836299	105.8550986	5.987743473394474	3
460	1	1.47932922708708	3.6375861597263857	5.0238805208462765	7.0	4.0	3.0	4.0	0	0	0	1	1	10.7622693	106.6623013	5.537471977413926	3
461	1	1.62924053973028	3.9512437185814275	4.826712455935327	6.0	3.0	3.0	2.0	0	1	0	0	1	10.8118426	106.6922921	1.2402839359552076	2
462	2	1.5260563034950492	4.727387818712341	5.420534999272286	8.0	4.0	4.0	2.0	1	0	0	0	1	16.4414547	107.5989826	63.021142715788145	3
463	1	2.0014800002101243	3.8066624897703196	4.499809670330265	4.0	2.0	2.0	2.0	1	0	0	1	2	10.7917602	106.6554655	3.3904829785481203	2
464	1	0.9932517730102834	4.0943445622221	4.787491742782046	8.0	4.0	4.0	2.0	0	0	0	1	1	10.7652581	106.6038535	9.742181663232001	2
465	3	1.3217558399823195	3.7376696182833684	5.123963979403259	7.0	4.0	3.0	4.0	0	0	0	1	1	20.9579999	105.7631668	8.626468879035333	3
466	1	2.2925347571405443	4.110873864173311	4.110873864173311	3.0	2.0	1.0	1.0	1	0	1	1	3	10.7871659	106.7366343	6.46622769343336	2
467	1	2.740840023925201	5.3471075307174685	6.4457198193855785	9.0	4.0	5.0	3.0	0	0	0	1	1	10.8285279	106.7303577	5.787862633169277	4
468	3	2.2192034840549946	4.290459441148391	5.8998973535824915	9.0	5.0	4.0	5.0	1	0	1	1	3	20.9993951	105.7967309	2.853765991817034	3
469	1	3.044522437723423	4.762173934797756	4.762173934797756	6.0	3.0	3.0	1.0	0	0	0	1	1	10.7728357	106.6805941	3.9511182783356307	2
470	1	2.1736147116970854	4.394449154672439	5.780743515792329	10.0	5.0	5.0	4.0	0	0	1	1	2	10.839286	106.6549744	4.4970274091440645	3
471	3	1.667706820558076	4.605170185988092	5.991464547107982	17.0	8.0	9.0	4.0	0	1	0	0	1	22.3407143	103.8407273	251.15500762664098	3
472	3	1.0260415958332743	3.4965075614664802	3.6788291182604347	8.0	4.0	4.0	1.0	0	0	1	1	2	20.9685883	105.7798444	6.683335629600484	1
473	1	1.589235205116581	4.174387269895637	4.867534450455582	8.0	4.0	4.0	2.0	1	0	0	1	2	10.7299144	106.6183388	11.121730866652106	2
474	3	1.1939224684724346	3.58351893845611	4.969813299576001	8.0	4.0	4.0	4.0	1	0	0	0	1	21.0303618	105.9433771	13.60095136079341	2
475	3	3.1780538303479458	3.912023005428146	5.703782474656201	13.0	7.0	6.0	6.0	1	0	1	0	2	21.0530282	105.8365792	4.404485597652756	3
476	4	1.589235205116581	5.0106352940962555	5.0106352940962555	3.0	2.0	1.0	1.0	0	0	1	1	2	11.7823066	108.7755895	55.018140990632006	2
477	1	2.0014800002101243	3.8066624897703196	5.41610040220442	7.0	3.0	4.0	5.0	0	0	0	0	0	10.7634177	106.6663857	5.262928382871423	3
478	3	2.379546134130174	3.871201010907891	5.480638923341991	11.0	6.0	5.0	5.0	1	0	1	1	3	20.9922632	105.8157908	3.1251253011151796	3
479	3	1.1786549963416462	3.5263605246161616	3.5263605246161616	8.0	4.0	4.0	1.0	0	0	0	0	0	21.0243907	105.854995	4.405315426238342	1
480	3	2.1400661634962708	3.6888794541139363	5.298317366548036	8.0	4.0	4.0	5.0	1	0	0	1	2	20.9862241	105.7796878	5.109019323782244	3
481	1	2.4849066497880004	4.0943445622221	5.480638923341991	9.0	4.0	5.0	4.0	1	0	0	0	1	10.7903658	106.6342341	5.5372351628139365	3
482	1	2.2823823856765264	4.0943445622221	4.0943445622221	3.0	2.0	1.0	1.0	0	0	1	1	2	10.7951658	106.732378	5.746959674311556	2
483	1	1.3862943611198906	4.248495242049359	4.248495242049359	3.0	2.0	1.0	1.0	0	0	1	1	2	10.781332	106.6551313	4.162848297950518	2
484	3	2.0794415416798357	4.0943445622221	5.703782474656201	11.0	6.0	5.0	5.0	1	0	0	0	1	20.9816101	105.8573644	6.312946208982394	3
485	1	2.8622008809294686	4.990432586778736	6.089044875446846	7.0	4.0	3.0	3.0	0	0	1	1	2	10.7868252	106.7522744	8.092213538528366	3
486	3	1.7227665977411035	3.6888794541139363	5.298317366548036	7.0	3.0	4.0	5.0	1	0	0	1	2	21.0362368	105.7905825	2.912052649372664	3
487	1	1.840549633397487	3.970291913552122	4.558078578454241	6.0	2.0	4.0	1.0	1	0	0	0	1	10.7545885	106.6388727	7.578439281758707	2
488	1	1.840549633397487	4.127134385045092	4.820281565605037	6.0	2.0	4.0	2.0	0	0	0	0	0	10.761538	106.6670398	5.440602397521658	2
489	3	3.1354942159291497	4.394449154672439	6.3685301806944485	16.0	8.0	8.0	7.0	1	0	0	1	2	21.064947	105.805829	5.0247076758056295	4
490	3	1.1314021114911006	3.912023005428146	5.521460917862246	7.0	4.0	3.0	5.0	0	0	0	1	1	20.9378573	105.7860509	9.570598412548334	3
491	1	1.840549633397487	3.8066624897703196	4.499809670330265	4.0	2.0	2.0	2.0	1	0	0	1	2	10.7926362	106.6419088	4.6648460667132765	2
492	1	0.371563556432483	4.382026634673881	4.382026634673881	3.0	2.0	1.0	1.0	1	0	0	1	2	9.9920047	105.7611226	135.54467210103425	2
493	1	2.1400661634962708	4.499809670330265	5.886104031450156	11.0	5.0	6.0	4.0	1	0	1	1	3	10.8484119	106.6412592	6.257523003458632	3
494	1	1.208960345836975	3.6888794541139363	4.382026634673881	4.0	2.0	2.0	2.0	0	0	0	0	0	10.7881361	106.6291308	6.146663185597872	2
495	3	1.8718021769015913	3.58351893845611	5.19295685089021	8.0	4.0	4.0	5.0	0	0	1	1	2	21.0068271	105.8152396	1.511687110094234	3
496	4	1.791759469228055	4.499809670330265	5.886104031450156	7.0	3.0	4.0	4.0	1	0	0	0	1	13.7929498	109.2098646	173.64567482756374	3
497	3	1.3480731482996928	3.5553480614894135	5.1647859739235145	7.0	3.0	4.0	5.0	1	0	0	1	2	21.0055267	105.7791327	3.8569020895300974	3
498	1	2.0149030205422647	3.828641396489095	3.828641396489095	3.0	2.0	1.0	1.0	0	0	0	1	1	10.7874321	106.7383512	6.630766982841388	2
499	1	1.8870696490323797	3.7376696182833684	5.123963979403259	9.0	4.0	5.0	4.0	0	0	0	0	0	10.8430618	106.6530878	4.952145776720109	3
500	3	2.174751721484161	4.110873864173311	5.497168225293202	7.0	4.0	3.0	4.0	0	0	1	1	2	21.0129017	105.8355017	2.494498836132466	3
501	1	1.4586150226995167	4.31748811353631	5.0106352940962555	4.0	2.0	2.0	2.0	1	0	1	1	3	10.7190774	106.605581	12.936125661731197	2
502	3	3.3603753871419	4.406719247264253	5.099866427824199	12.0	4.0	8.0	2.0	1	0	1	0	2	21.0168067	105.7940437	1.9823449206955814	3
503	1	1.589235205116581	4.0943445622221	5.19295685089021	6.0	3.0	3.0	3.0	0	0	0	1	1	10.802547	106.6974911	1.8617754512210363	3
504	1	1.2781522025001875	4.605170185988092	7.426549072397305	38.0	19.0	19.0	16.0	1	1	0	1	3	10.7573605	106.6705652	5.7951710672840395	4
505	3	3.332204510175204	4.867534450455582	7.588829878307813	40.0	20.0	20.0	15.0	1	1	0	0	2	21.0611812	105.8239311	4.698379922616894	5
506	1	2.2925347571405443	4.8283137373023015	4.8283137373023015	8.0	4.0	4.0	1.0	0	0	1	1	2	10.7522351	106.5962526	11.210002197832997	2
507	1	2.3513752571634776	4.382026634673881	5.768320995793772	8.0	4.0	4.0	4.0	0	0	1	1	2	10.7515197	106.5949463	11.372839406214482	3
508	3	2.1400661634962708	3.7376696182833684	5.263725921778417	7.0	3.0	4.0	4.0	1	0	1	1	3	21.0713815	105.7953956	5.967512498906101	3
509	1	1.33500106673234	4.02535169073515	5.123963979403259	6.0	3.0	3.0	3.0	0	0	0	1	1	10.7994989	106.5867513	10.396151462246413	3
510	2	1.5810384379124025	3.6888794541139363	3.6888794541139363	8.0	4.0	4.0	1.0	1	0	0	1	2	16.052296	108.1530577	10.54554642729748	1
511	3	2.3513752571634776	4.31748811353631	5.703782474656201	8.0	4.0	4.0	4.0	1	0	1	1	3	20.9980151	105.8130093	2.4700565851556937	3
512	1	1.9740810260220096	4.007333185232471	5.616771097666572	10.0	5.0	5.0	5.0	0	0	0	1	1	10.8124969	106.6952613	1.5714103375616393	3
513	3	1.7749523509116738	4.356708826689592	5.7430031878094825	7.0	4.0	3.0	4.0	0	0	0	1	1	21.0514761	105.7252325	9.728486601553659	3
514	0	1.9021075263969205	3.912023005428146	5.0106352940962555	5.0	3.0	2.0	3.0	0	0	1	1	2	20.8319364	106.6890772	2.855895322770816	2
515	3	1.0473189942805592	3.2188758248682006	4.605170185988092	7.0	3.0	4.0	4.0	0	0	0	1	1	20.859862	105.795977	17.917144680091212	2
516	1	2.163323025660538	3.8066624897703196	5.19295685089021	6.0	3.0	3.0	4.0	1	0	1	0	2	10.762648	106.6906052	5.178977357380338	3
517	1	1.091923300517313	3.7376696182833684	4.430816798843313	8.0	4.0	4.0	2.0	0	0	0	1	1	10.750607	106.6882286	6.4634508765844725	2
518	1	1.1631508098056809	3.4011973816621555	4.499809670330265	6.0	3.0	3.0	3.0	0	0	1	0	1	10.8481556	106.6617089	4.925238426936852	2
519	3	3.091042453358316	3.7612001156935624	5.3706380281276624	13.0	6.0	7.0	5.0	1	0	1	1	3	21.0549729	105.8367309	4.593640980664307	3
520	3	1.1474024528375417	3.4011973816621555	4.564348191467836	8.0	4.0	4.0	3.0	1	0	0	1	2	20.9686922	105.7611004	7.85049388430453	2
521	1	3.427514689979529	4.882801922586371	6.828712071641684	8.0	4.0	4.0	7.0	0	0	1	0	1	10.7808514	106.67599	3.1173143248728903	4
522	1	1.1474024528375417	4.9344739331306915	4.9344739331306915	8.0	4.0	4.0	1.0	0	0	0	1	1	10.9455311	106.8236238	21.759919496424263	2
523	1	0.6931471805599453	3.8066624897703196	4.90527477843843	6.0	3.0	3.0	3.0	1	0	0	1	2	10.8372182	106.6554915	4.286092659130441	2
524	1	3.068052935133617	4.1588830833596715	4.1588830833596715	8.0	4.0	4.0	1.0	0	1	0	1	2	10.7796288	106.696843	3.6071647921918357	2
525	3	1.791759469228055	4.0943445622221	5.19295685089021	7.0	4.0	3.0	3.0	1	0	0	1	2	21.0764202	105.8260943	6.399100012757736	3
526	1	3.4011973816621555	5.298317366548036	5.991464547107982	9.0	4.0	5.0	2.0	0	0	1	1	2	10.8405308	106.7248418	5.933023355860935	3
527	1	0.8329091229351039	4.430816798843313	5.123963979403259	5.0	3.0	2.0	2.0	0	0	0	0	0	10.9559356	106.7987716	20.814754426665317	3
528	3	1.3862943611198906	3.5263605246161616	5.135798437050262	8.0	4.0	4.0	5.0	1	0	0	0	1	21.0548635	105.8884966	8.750497946694669	3
529	0	2.2617630984737906	4.1588830833596715	4.852030263919617	4.0	2.0	2.0	2.0	0	0	1	1	2	20.8483026	106.685469	1.9648594573560727	2
530	1	2.8213788864092133	4.5217885770490405	6.313548046277095	17.0	8.0	9.0	6.0	1	1	1	0	3	10.7788241	106.6546126	4.405999074379989	4
531	3	1.6094379124341003	3.9512437185814275	5.560681631015528	9.0	5.0	4.0	5.0	0	0	0	1	1	21.0371229	105.8122755	1.879396296492317	3
532	1	2.302585092994046	4.382026634673881	5.075173815233827	6.0	3.0	3.0	2.0	0	0	1	1	2	10.7420244	106.7158713	8.276280149210706	3
533	1	1.4816045409242156	3.912023005428146	4.605170185988092	5.0	2.0	3.0	2.0	0	1	0	1	2	10.8012665	106.7128801	3.5164565799015404	2
534	1	2.388762789235098	3.912023005428146	5.298317366548036	12.0	8.0	4.0	4.0	1	0	0	1	2	10.7858803	106.6664895	2.989436142376621	3
535	3	2.122261538862764	4.127134385045092	5.562218910334414	8.0	4.0	4.0	4.0	1	0	0	1	2	21.1720499	105.6735131	22.220717590270606	3
536	1	1.0473189942805592	3.2188758248682006	4.31748811353631	8.0	4.0	4.0	3.0	0	0	0	1	1	10.8413645	106.6773133	3.6986408919192635	2
537	1	1.2809338454620642	3.6109179126442243	4.709530201312334	8.0	4.0	4.0	3.0	0	0	0	1	1	10.7434224	106.6346829	8.848398782464274	2
538	1	2.302585092994046	3.9318256327243257	5.500441550638171	12.0	6.0	6.0	4.0	1	1	0	0	2	10.7721897	106.7271195	6.403023461588466	3
539	1	1.4469189829363254	3.912023005428146	4.605170185988092	8.0	4.0	4.0	2.0	1	0	0	1	2	10.7753514	106.6147947	8.158752409235747	2
540	3	1.0986122886681098	3.4339872044851463	5.043425116919247	8.0	4.0	4.0	5.0	0	0	1	1	2	21.022015	105.8486118	3.7237268883367283	3
541	4	2.70805020110221	5.135798437050262	6.927557906278317	11.0	6.0	5.0	6.0	0	0	1	0	1	12.2435651	109.1866227	29.593861688647983	4
542	1	2.066862759472976	4.1588830833596715	5.2574953720277815	6.0	3.0	3.0	3.0	0	0	0	1	1	10.8429616	106.6529357	4.953914979630173	3
543	1	1.5686159179138452	3.295836866004329	4.68213122712422	5.0	2.0	3.0	4.0	0	0	0	1	1	10.7962504	106.6835447	1.364576389026676	2
544	1	2.2192034840549946	3.8501476017100584	4.543294782270004	7.0	3.0	4.0	2.0	1	0	0	0	1	10.7868375	106.6500622	4.185818436964564	2
545	1	2.5257286443082556	4.174387269895637	5.783825182329737	8.0	4.0	4.0	5.0	1	0	1	1	3	10.831018	106.7284253	5.7105295275776875	3
546	1	1.824549292051046	3.912023005428146	5.0106352940962555	6.0	3.0	3.0	3.0	0	0	0	1	1	10.7996651	106.717343	4.031948893716429	2
547	1	1.3987168811184478	4.110873864173311	4.804021044733257	8.0	4.0	4.0	2.0	1	0	0	0	1	10.8631838	106.6497393	7.014374763747773	2
548	1	1.5260563034950492	3.828641396489095	4.5217885770490405	4.0	2.0	2.0	2.0	0	0	1	1	2	10.8215252	106.6844207	1.4984000479031674	2
549	2	3.3843902633457743	4.0943445622221	6.173786103901937	8.0	2.0	6.0	8.0	0	0	1	1	2	16.0779964	108.2168608	14.697833601839513	3
550	1	1.252762968495368	4.836281906951478	5.934894195619588	11.0	5.0	6.0	3.0	0	0	0	0	0	10.7933763	106.7182627	4.3467543511865765	3
551	3	1.7047480922384253	3.713572066704308	5.099866427824199	8.0	4.0	4.0	4.0	0	0	0	1	1	21.0361206	105.8168371	1.8165003327807112	3
552	1	1.766441661243765	4.700480365792417	5.799092654460526	8.0	4.0	4.0	3.0	1	0	0	1	2	10.8083167	106.6841841	0.29266017157569385	3
553	1	0.8754687373538999	3.1354942159291497	3.828641396489095	3.0	2.0	1.0	2.0	0	0	0	1	1	10.769422	106.658488	5.0064961432646475	2
554	1	1.916922612182061	3.7376696182833684	5.123963979403259	9.0	5.0	4.0	4.0	0	0	0	1	1	10.7958791	106.6638652	2.374333415781002	3
555	1	1.5040773967762742	3.8066624897703196	4.762173934797756	8.0	4.0	4.0	2.0	0	0	0	0	0	10.8053797	106.7115089	3.2938100830257353	2
556	3	1.3837912309017721	3.4011973816621555	5.0106352940962555	7.0	3.0	4.0	5.0	0	0	1	1	2	21.0039605	105.8094414	1.8418862327274808	2
557	0	2.9826470340053355	4.430816798843313	4.430816798843313	2.0	1.0	1.0	1.0	0	1	1	1	3	20.855311	106.6761078	1.3689129767233141	2
558	1	1.9459101490553132	4.23410650459726	5.62040086571715	10.0	4.0	6.0	4.0	1	0	0	0	1	10.8416801	106.6474927	5.246727480145939	3
559	3	1.9315214116032138	3.912023005428146	5.521460917862246	9.0	4.0	5.0	5.0	1	0	1	1	3	21.0655013	105.8883137	9.315539985413672	3
560	1	1.4350845252893227	4.0943445622221	4.787491742782046	7.0	3.0	4.0	2.0	1	0	1	0	2	10.8044469	106.6278358	5.878021266308705	2
