ID	Log price (1 billion VND)	Log area (square meters)	Bedrooms	WC	Parking	For rent	Infrastructure	Facade	Number of floors	Log usable area (square meters)	Latitude	Longitude	Cluster	Distance to center 0	Distance to center 1
59	2.163323025660538	4.219507705176107	4.6	5.0	1	0	0	0	5.0	5.8289456176102075	10.8284412	106.6392456	1	1053.2534861900572	13.11839585680423
60	1.2809338454620642	4.844187086458591	3.0	2.0	1	0	1	0	2.0	5.537334267018537	10.986029	106.8675482	1	1037.11947738561	18.999949853938965
61	1.840549633397487	4.532599493153256	5.0	5.0	1	0	0	1	2.8	5.562218910334414	10.7501357	106.7288649	1	1062.412059002625	11.99475938265332
62	1.7749523509116738	4.912654885736052	6.0	6.0	0	0	1	0	5.2	6.5613135113234335	10.7883389	106.6590767	1	1057.8031462599868	12.929684592699811
63	2.2192034840549946	5.3471075307174685	3.0	5.0	0	0	0	1	3.0	6.4457198193855785	10.6995307	106.6468148	1	1067.6099830659575	20.986534319318046
64	1.8718021769015913	4.219507705176107	4.0	4.0	1	1	1	0	3.0	5.318119993844216	10.8384723	106.7505567	1	1052.7277898585824	1.899245452248133
65	1.4350845252893227	4.700480365792417	3.0	2.0	1	0	1	0	2.0	5.393627546352362	10.9586438	106.8053993	1	1039.7286255477625	12.750561655475718
66	1.3609765531356006	4.0943445622221	3.0	2.0	1	0	0	0	2.0	4.787491742782046	10.9827185	106.8395407	1	1037.2876192262813	16.89660286785833
67	1.7047480922384253	4.007333185232471	5.0	4.0	0	0	1	0	3.0	5.10594547390058	10.7849578	106.6420539	1	1058.0973331791429	14.691202223192892
68	1.4701758451005926	3.367295829986474	2.0	3.0	0	0	0	0	3.0	4.465908118654584	10.8184815	106.6906794	1	1054.6147391477666	8.221324574719317
69	1.9878743481543455	4.060443010546419	2.0	1.0	0	1	0	0	1.2	4.242764567340374	10.8352467	106.6792873	1	1052.69367044329	8.68937773141671
70	2.388762789235098	4.31748811353631	2.0	2.0	0	0	0	1	2.6	5.272999558563747	10.8327364	106.6724769	1	1052.9379034849776	9.479488313649837
71	1.4929040961781488	4.31748811353631	4.0	5.0	1	0	1	0	2.6	5.272999558563747	10.7808486	106.624676	1	1058.4739964248977	16.556527864769688
72	2.4423470353692043	4.382026634673881	4.0	5.0	1	0	1	0	4.1	5.793013608384144	21.0588582	105.8583873	0	92.77382324933063	1138.7081611722251
73	1.5260563034950492	3.5553480614894135	4.0	4.0	0	0	1	0	5.0	5.1647859739235145	10.8834303	106.6703963	1	1047.296512813314	9.923305093538278
74	1.9740810260220096	4.718498871295094	4.0	3.0	1	0	1	0	1.0	4.718498871295094	10.7762062	106.6108004	1	1058.928391388458	18.131431967756484
75	1.5040773967762742	3.784189633918261	4.0	4.0	1	0	0	0	4.0	5.170483995038151	20.9997198	105.808014	0	89.09464994534315	1132.6250947631443
76	1.791759469228055	4.382026634673881	4.0	4.0	1	0	0	0	4.0	5.768320995793772	10.7664092	106.6003259	1	1059.9719930427739	19.66263046872709
77	1.7404661748405046	4.127134385045092	4.0	3.0	1	0	1	1	3.4	5.350909816667207	20.9606922	106.4017836	0	77.08357816937469	1124.389141457831
78	0.22314355131420976	4.007333185232471	2.0	1.0	0	1	1	0	1.6	4.477336814478207	10.8266153	106.8191291	1	1054.4732989692195	7.524280248588378
79	2.272125885509337	4.02535169073515	5.0	5.0	0	0	1	0	4.0	5.4116460518550396	10.7340344	106.7215787	1	1064.1595861758606	13.931191847951098
80	1.2947271675944	3.8066624897703196	2.0	1.0	0	0	1	0	2.0	4.499809670330265	10.7564956	106.7009313	1	1061.553276380173	12.47397377354776
81	1.0296194171811581	3.912023005428146	5.0	4.0	0	0	1	1	4.0	5.298317366548036	10.8123533	106.6090442	1	1054.9045617880852	16.762067331696187
82	1.0577902941478545	3.6888794541139363	4.0	3.0	0	0	1	0	3.0	4.787491742782046	10.7595799	106.5990101	1	1060.725253459099	20.174489064443218
83	2.995732273553991	4.912654885736052	3.0	4.0	1	0	1	0	3.0	6.0112671744041615	10.7933283	106.7980069	1	1058.0307544561958	8.187251322538877
84	0.8544153281560676	3.6888794541139363	2.0	1.0	1	0	1	0	2.0	4.382026634673881	10.8045251	106.5987166	1	1055.7300642321775	18.09628333399624
85	2.0412203288596382	4.248495242049359	4.0	6.0	1	0	0	0	4.0	5.634789603169249	10.8416801	106.6474927	1	1051.821758326701	11.977804730864358
86	3.4011973816621555	4.787491742782046	5.0	5.0	0	0	1	1	3.0	5.886104031450156	10.8062921	106.7160645	1	1056.1047299984618	6.942848041545326
87	2.5257286443082556	4.30406509320417	6.0	6.0	1	1	1	0	3.8	5.63906615993651	10.807912	106.6888124	1	1055.778927997007	9.020665070283558
88	1.0647107369924282	3.4657359027997265	4.0	3.0	0	0	0	0	3.0	4.564348191467836	10.783504	106.6036111	1	1058.0865479765612	18.46203885258351
89	0.9162907318741551	3.4657359027997265	3.0	3.0	0	0	1	0	2.0	4.1588830833596715	10.8170656	106.6038887	1	1054.358722295084	17.168453596800312
90	3.1570004211501135	4.477336814478207	6.2	5.4	1	0	1	1	5.0	6.0867747269123065	10.7554189	106.673576	1	1061.5316395343316	14.25994943427176
91	1.8164520818184267	3.7612001156935624	6.0	4.0	1	0	1	0	5.2	5.409858741280944	21.022491	105.8371026	0	89.99876761340273	1134.8737435609507
92	1.4586150226995167	3.58351893845611	2.0	2.0	1	0	0	1	1.8	4.1713056033582285	10.7933988	106.6695074	1	1057.2925382848694	11.674269809847194
93	2.0769384114617173	4.02535169073515	4.6	5.0	1	0	0	0	5.0	5.634789603169249	10.8388835	106.6488544	1	1052.1389407115178	11.871906798624265
94	1.2809338454620642	3.4657359027997265	3.0	4.0	0	0	1	0	5.0	5.075173815233827	21.0342967	105.7836667	0	93.67651011781327	1136.688097481223
95	1.410986973710262	3.4339872044851463	4.0	3.0	1	0	1	1	5.0	5.043425116919247	20.977862	105.7465724	0	90.1938370387025	1130.811409584019
96	2.0918640616783932	3.8066624897703196	4.0	5.8	0	0	0	0	6.0	5.598421958998375	21.2749722	104.65761	0	194.8112341109097	1180.12705580001
97	2.3978952727983707	3.912023005428146	4.0	5.0	1	0	0	1	5.0	5.521460917862246	21.0110528	105.8127301	0	89.98413764999421	1133.8351014221416
98	2.803360380906535	3.912023005428146	3.4	3.4	1	0	1	1	4.0	5.298317366548036	21.0226161	105.809911	0	91.2615021134883	1135.1422554147475
99	0.7419373447293773	4.0943445622221	2.0	2.0	0	0	0	0	2.0	4.787491742782046	12.2506926	109.189399	1	948.9178714807086	307.1675370522564
100	1.8702625307159986	4.663439094112067	2.0	1.0	0	0	0	1	1.0	4.663439094112067	12.6999585	108.0603633	1	866.8841230457805	249.50449685102134
101	0.09531017980432493	4.605170185988092	3.0	2.0	0	0	1	0	2.0	5.298317366548036	9.9481665	106.50538	1	1150.5672544565055	104.45868449124522
102	0.9360933591703348	4.110873864173311	3.0	2.0	0	0	0	0	1.6	4.580877493419047	11.1243049	106.5295477	1	1019.9241048422795	38.89354140435852
103	1.6094379124341003	4.060443010546419	2.0	1.0	0	0	0	1	1.2	4.242764567340374	10.7511954	106.7219896	1	1062.256081664001	12.092552325828695
104	1.3862943611198906	3.4965075614664802	4.0	3.0	1	0	1	1	5.0	5.10594547390058	20.969386	105.7809778	0	87.52557746784869	1129.5288999821055
105	1.9740810260220096	4.007333185232471	4.0	5.0	1	0	0	0	4.0	5.393627546352362	21.0391667	105.8754569	0	90.06709338840756	1136.3745858887473
106	1.9740810260220096	4.0943445622221	4.0	5.0	1	0	1	0	3.6	5.375278407684165	10.8107136	106.6635863	1	1055.3398206063753	11.246773436875381
107	3.2188758248682006	5.236441962829949	1.0	1.0	1	1	1	1	1.0	5.236441962829949	10.8421654	106.6433752	1	1051.7482730619731	12.418239200492732
108	1.252762968495368	3.4965075614664802	4.0	4.0	0	0	1	0	4.0	4.882801922586371	20.9959887	105.799444	0	89.15063153834164	1132.2941460500479
109	1.5040773967762742	3.784189633918261	4.0	4.0	0	0	0	0	5.0	5.393627546352362	21.005389	105.8162083	0	89.25890830845768	1133.17500434321
110	1.8718021769015913	4.0943445622221	3.0	3.0	0	0	1	0	4.0	5.480638923341991	10.7945549	106.6632715	1	1057.1332059613776	12.163235256393158
111	1.791759469228055	4.276666119016055	3.0	3.0	1	0	0	1	3.0	5.375278407684165	21.0702149	105.8262501	0	95.28196251994916	1140.2597398916494
112	1.7047480922384253	4.143134726391533	4.0	3.0	1	0	1	1	2.4	5.018603463745433	10.8606664	106.7726779	1	1050.396808224663	1.9043069273469675
113	1.1600209167967532	3.4011973816621555	3.0	2.0	0	0	0	0	2.6	4.356708826689592	21.0411336	105.80678	0	93.24483956103518	1137.2224203217324
114	2.4336133554004498	4.882801922586371	3.0	3.0	1	0	1	1	3.0	5.981414211254481	20.9639387	105.8184402	0	85.0775847232659	1128.5640020331514
115	1.7404661748405046	4.04305126783455	4.0	4.0	0	0	1	0	3.0	5.14166355650266	10.8308291	106.7242088	1	1053.4250737014638	4.394689689843141
116	2.0794415416798357	3.6888794541139363	10.0	11.0	0	1	0	0	7.0	5.634789603169249	21.0539773	105.8106837	0	94.34408260430426	1138.6075567596322
